Store,Day,Month,Year,Weekly_Sales,Holiday_Flag,Temperature_(C),Fuel_Price,CPI,Unemployment
11,31,12,2010,"$1,172,003.10 ",1,12.79,$2.94 ,214.7,7.56
11,7,1,2011,"$1,178,905.44 ",0,12.46,$2.98 ,214.7,7.55
11,14,1,2011,"$1,194,449.78 ",0,7.41,$2.98 ,214.75,7.55
11,21,1,2011,"$1,187,776.19 ",0,10.84,$3.02 ,215.13,7.55
11,28,1,2011,"$1,100,418.69 ",0,10.58,$3.01 ,215.51,7.55
11,4,2,2011,"$1,422,546.05 ",0,8.43,$2.99 ,215.89,7.55
11,11,2,2011,"$1,419,236.90 ",1,7.01,$3.02 ,216.27,7.55
11,18,2,2011,"$1,554,747.15 ",0,16.39,$3.05 ,216.58,7.55
11,25,2,2011,"$1,323,999.36 ",0,20.41,$3.07 ,216.88,7.55
11,4,3,2011,"$1,399,456.99 ",0,19.17,$3.29 ,217.17,7.55
11,11,3,2011,"$1,314,557.31 ",0,17.38,$3.46 ,217.47,7.55
11,18,3,2011,"$1,391,813.69 ",0,21.21,$3.49 ,217.72,7.55
11,25,3,2011,"$1,229,777.24 ",0,23.19,$3.47 ,217.97,7.55
11,1,4,2011,"$1,258,674.12 ",0,20.61,$3.52 ,218.21,7.57
11,8,4,2011,"$1,327,401.06 ",0,23.09,$3.62 ,218.46,7.57
11,15,4,2011,"$1,312,905.80 ",0,24.8,$3.74 ,218.68,7.57
11,22,4,2011,"$1,388,118.53 ",0,25.73,$3.81 ,218.85,7.57
11,29,4,2011,"$1,357,589.89 ",0,26.65,$3.81 ,219.02,7.57
11,6,5,2011,"$1,331,453.41 ",0,21.88,$3.91 ,219.2,7.57
11,13,5,2011,"$1,277,959.42 ",0,27.18,$3.90 ,219.37,7.57
11,20,5,2011,"$1,239,466.97 ",0,24.98,$3.91 ,219.13,7.57
11,27,5,2011,"$1,216,876.52 ",0,29.78,$3.79 ,218.89,7.57
11,3,6,2011,"$1,343,637.00 ",0,30.08,$3.70 ,218.64,7.57
11,10,6,2011,"$1,314,626.75 ",0,29.88,$3.65 ,218.4,7.57
11,17,6,2011,"$1,337,506.74 ",0,31.06,$3.64 ,218.36,7.57
11,24,6,2011,"$1,254,587.84 ",0,30.07,$3.59 ,218.45,7.57
11,1,7,2011,"$1,297,472.06 ",0,30.24,$3.52 ,218.55,7.57
11,8,7,2011,"$1,334,627.96 ",0,30.65,$3.48 ,218.64,7.57
11,15,7,2011,"$1,266,546.73 ",0,31.28,$3.58 ,218.73,7.57
11,22,7,2011,"$1,290,576.44 ",0,31,$3.65 ,218.79,7.57
11,29,7,2011,"$1,212,938.67 ",0,31.92,$3.68 ,218.84,7.57
11,5,8,2011,"$1,403,198.94 ",0,32.24,$3.68 ,218.9,7.57
11,12,8,2011,"$1,354,188.43 ",0,32.39,$3.64 ,218.96,7.57
11,19,8,2011,"$1,484,169.74 ",0,31.95,$3.55 ,219.02,7.57
11,26,8,2011,"$1,304,706.75 ",0,31.72,$3.52 ,219.09,7.57
11,2,9,2011,"$1,297,792.41 ",0,33.02,$3.53 ,219.15,7.57
11,9,9,2011,"$1,249,439.95 ",1,29.39,$3.55 ,219.21,7.57
11,16,9,2011,"$1,270,816.01 ",0,29.51,$3.53 ,219.4,7.57
11,23,9,2011,"$1,235,775.15 ",0,27.86,$3.47 ,219.74,7.57
11,30,9,2011,"$1,190,515.83 ",0,29.11,$3.36 ,220.09,7.57
11,7,10,2011,"$1,346,271.06 ",0,24.98,$3.29 ,220.43,7.2
11,14,10,2011,"$1,286,388.96 ",0,24.2,$3.27 ,220.75,7.2
11,21,10,2011,"$1,325,107.53 ",0,21.62,$3.35 ,220.91,7.2
11,28,10,2011,"$1,310,684.10 ",0,22.59,$3.37 ,221.08,7.2
11,4,11,2011,"$1,458,287.38 ",0,16.18,$3.33 ,221.25,7.2
11,11,11,2011,"$1,366,053.69 ",0,17.89,$3.30 ,221.41,7.2
11,18,11,2011,"$1,315,091.63 ",0,18.98,$3.31 ,221.64,7.2
11,25,11,2011,"$1,848,953.48 ",1,21.13,$3.24 ,221.9,7.2
11,2,12,2011,"$1,399,322.44 ",0,13.83,$3.17 ,222.16,7.2
11,9,12,2011,"$1,646,655.94 ",0,10.35,$3.16 ,222.42,7.2
11,16,12,2011,"$1,783,910.06 ",0,15.38,$3.16 ,222.64,7.2
11,23,12,2011,"$2,213,518.50 ",0,12.38,$3.11 ,222.83,7.2
11,30,12,2011,"$1,352,084.21 ",1,9.37,$3.13 ,223.01,7.2
11,6,1,2012,"$1,283,885.55 ",0,12.47,$3.16 ,223.19,6.83
11,13,1,2012,"$1,264,736.59 ",0,11.72,$3.26 ,223.38,6.83
11,20,1,2012,"$1,207,303.29 ",0,13.57,$3.27 ,223.47,6.83
11,27,1,2012,"$1,162,675.85 ",0,14.64,$3.29 ,223.56,6.83
11,3,2,2012,"$1,376,732.18 ",0,15.69,$3.36 ,223.66,6.83
11,10,2,2012,"$1,574,287.76 ",1,11.24,$3.41 ,223.75,6.83
11,17,2,2012,"$1,569,607.94 ",0,11.54,$3.51 ,223.92,6.83
11,24,2,2012,"$1,379,473.03 ",0,16.17,$3.56 ,224.13,6.83
11,2,3,2012,"$1,438,383.44 ",0,17.01,$3.63 ,224.35,6.83
11,9,3,2012,"$1,413,382.76 ",0,16.36,$3.67 ,224.56,6.83
11,16,3,2012,"$1,441,884.28 ",0,17.89,$3.73 ,224.72,6.83
11,23,3,2012,"$1,300,593.61 ",0,19.53,$3.79 ,224.79,6.83
11,30,3,2012,"$1,300,104.03 ",0,21.24,$3.85 ,224.87,6.83
11,6,4,2012,"$1,596,325.01 ",0,23.44,$3.89 ,224.94,6.66
11,13,4,2012,"$1,472,752.01 ",0,22.63,$3.89 ,225.01,6.66
11,20,4,2012,"$1,315,356.99 ",0,22.21,$3.88 ,225.07,6.66
11,27,4,2012,"$1,236,238.29 ",0,23,$3.81 ,225.12,6.66
11,4,5,2012,"$1,370,251.22 ",0,26.15,$3.75 ,225.18,6.66
11,11,5,2012,"$1,300,147.07 ",0,23.96,$3.69 ,225.24,6.66
11,18,5,2012,"$1,352,442.31 ",0,22.52,$3.63 ,225.25,6.66
11,25,5,2012,"$1,297,335.87 ",0,25.8,$3.56 ,225.25,6.66
11,1,6,2012,"$1,361,595.33 ",0,27.59,$3.50 ,225.25,6.66
11,8,6,2012,"$1,414,343.53 ",0,27.83,$3.45 ,225.25,6.66
11,15,6,2012,"$1,417,875.42 ",0,29.43,$3.39 ,225.26,6.66
11,22,6,2012,"$1,355,680.30 ",0,28.48,$3.35 ,225.31,6.66
11,29,6,2012,"$1,297,028.60 ",0,31.03,$3.29 ,225.35,6.66
11,6,7,2012,"$1,461,129.94 ",0,28.58,$3.23 ,225.39,6.33
11,13,7,2012,"$1,320,239.51 ",0,28.03,$3.26 ,225.43,6.33
11,20,7,2012,"$1,344,483.81 ",0,28.01,$3.31 ,225.44,6.33
11,27,7,2012,"$1,272,395.02 ",0,29.68,$3.41 ,225.45,6.33
11,3,8,2012,"$1,399,341.07 ",0,30.52,$3.42 ,225.46,6.33
11,10,8,2012,"$1,388,973.65 ",0,30.12,$3.49 ,225.47,6.33
11,17,8,2012,"$1,421,307.20 ",0,30.96,$3.57 ,225.56,6.33
11,24,8,2012,"$1,409,515.73 ",0,28.43,$3.62 ,225.69,6.33
11,31,8,2012,"$1,372,872.35 ",0,30.27,$3.64 ,225.83,6.33
11,7,9,2012,"$1,304,584.40 ",1,29.54,$3.73 ,225.97,6.33
11,14,9,2012,"$1,267,675.05 ",0,26.45,$3.72 ,226.11,6.33
11,21,9,2012,"$1,326,132.98 ",0,23.13,$3.72 ,226.32,6.33
11,28,9,2012,"$1,227,430.73 ",0,25.37,$3.67 ,226.52,6.33
11,5,10,2012,"$1,422,794.26 ",0,22.98,$3.62 ,226.72,6.03
11,12,10,2012,"$1,311,965.09 ",0,21.08,$3.60 ,226.92,6.03
11,19,10,2012,"$1,232,073.18 ",0,23.21,$3.59 ,226.97,6.03
11,26,10,2012,"$1,200,729.45 ",0,23.48,$3.51 ,226.99,6.03
12,5,10,2012,"$979,825.92 ",0,27.56,$3.97 ,131.08,10.2
12,12,10,2012,"$934,917.47 ",0,22.08,$4.47 ,131.11,10.2
12,19,10,2012,"$960,945.43 ",0,20.37,$4.45 ,131.15,10.2
12,26,10,2012,"$974,697.60 ",0,18.86,$4.30 ,131.19,10.2
13,5,2,2010,"$1,967,220.53 ",0,-0.26,$2.67 ,126.44,8.32
13,12,2,2010,"$2,030,933.46 ",1,0.64,$2.67 ,126.5,8.32
13,19,2,2010,"$1,970,274.64 ",0,2.06,$2.65 ,126.53,8.32
13,26,2,2010,"$1,817,850.32 ",0,-1.12,$2.67 ,126.55,8.32
13,5,3,2010,"$1,939,980.43 ",0,4.81,$2.68 ,126.58,8.32
13,12,3,2010,"$1,840,686.94 ",0,3.12,$2.73 ,126.6,8.32
13,19,3,2010,"$1,879,794.89 ",0,5.83,$2.78 ,126.61,8.32
13,26,3,2010,"$1,882,095.98 ",0,5.27,$2.82 ,126.61,8.32
13,2,4,2010,"$2,142,482.14 ",0,5.64,$2.84 ,126.6,8.11
13,9,4,2010,"$1,898,321.33 ",0,3.87,$2.88 ,126.6,8.11
13,16,4,2010,"$1,819,660.44 ",0,10.22,$2.92 ,126.56,8.11
13,23,4,2010,"$1,909,330.77 ",0,13.14,$2.94 ,126.47,8.11
13,30,4,2010,"$1,785,823.37 ",0,9.07,$2.94 ,126.38,8.11
13,7,5,2010,"$2,005,478.46 ",0,6.9,$2.95 ,126.29,8.11
13,14,5,2010,"$1,890,273.44 ",0,10.08,$2.96 ,126.21,8.11
13,21,5,2010,"$1,853,657.60 ",0,14.28,$2.95 ,126.18,8.11
13,28,5,2010,"$1,877,358.86 ",0,11.73,$2.91 ,126.16,8.11
13,4,6,2010,"$2,022,705.22 ",0,15.47,$2.87 ,126.14,8.11
13,11,6,2010,"$2,037,880.96 ",0,18.47,$2.84 ,126.11,8.11
13,18,6,2010,"$2,003,435.31 ",0,14.67,$2.82 ,126.11,8.11
13,25,6,2010,"$1,970,340.25 ",0,22.13,$2.82 ,126.13,8.11
13,2,7,2010,"$2,018,314.71 ",0,26.01,$2.81 ,126.14,7.95
13,9,7,2010,"$1,870,843.90 ",0,21.85,$2.80 ,126.15,7.95
13,16,7,2010,"$1,932,231.05 ",0,25.44,$2.79 ,126.15,7.95
13,23,7,2010,"$1,907,351.20 ",0,27.93,$2.80 ,126.13,7.95
13,30,7,2010,"$1,817,887.23 ",0,26.08,$2.80 ,126.11,7.95
13,6,8,2010,"$1,969,121.45 ",0,27.36,$2.80 ,126.09,7.95
13,13,8,2010,"$1,877,592.55 ",0,23.85,$2.84 ,126.06,7.95
13,20,8,2010,"$1,997,397.63 ",0,24.63,$2.85 ,126.08,7.95
13,27,8,2010,"$1,908,278.27 ",0,24.06,$2.85 ,126.09,7.95
13,3,9,2010,"$1,911,852.58 ",0,18.73,$2.87 ,126.1,7.95
13,10,9,2010,"$1,772,143.94 ",1,18.74,$2.87 ,126.11,7.95
13,17,9,2010,"$1,790,279.74 ",0,19.36,$2.88 ,126.15,7.95
13,24,9,2010,"$1,705,655.09 ",0,20.12,$2.87 ,126.19,7.95
13,1,10,2010,"$1,765,584.48 ",0,20.41,$2.85 ,126.23,7.8
13,8,10,2010,"$1,871,924.07 ",0,17.24,$2.84 ,126.28,7.8
13,15,10,2010,"$1,851,431.06 ",0,12.29,$2.85 ,126.33,7.8
13,22,10,2010,"$1,796,949.59 ",0,13.83,$2.85 ,126.38,7.8
13,29,10,2010,"$1,887,895.07 ",0,7.29,$2.84 ,126.44,7.8
13,5,11,2010,"$1,854,967.66 ",0,9.98,$2.83 ,126.49,7.8
13,12,11,2010,"$1,939,964.63 ",0,5.86,$2.83 ,126.55,7.8
13,19,11,2010,"$1,925,393.91 ",0,5.56,$2.84 ,126.61,7.8
13,3,12,2010,"$2,083,379.89 ",0,-3.44,$2.81 ,126.73,7.8
13,10,12,2010,"$2,461,468.35 ",0,2.66,$2.82 ,126.79,7.8
13,31,12,2010,"$1,675,292.00 ",1,-2.89,$2.87 ,127.09,7.8
13,7,1,2011,"$1,744,544.39 ",0,-8.37,$2.89 ,127.19,7.47
13,14,1,2011,"$1,682,316.31 ",0,-6.33,$2.90 ,127.3,7.47
13,21,1,2011,"$1,770,177.37 ",0,1.56,$2.93 ,127.44,7.47
13,28,1,2011,"$1,633,663.12 ",0,-0.2,$2.96 ,127.58,7.47
13,4,2,2011,"$1,848,186.58 ",0,-4.81,$2.97 ,127.72,7.47
13,11,2,2011,"$1,944,438.90 ",1,-0.65,$3.03 ,127.86,7.47
13,18,2,2011,"$2,003,480.59 ",0,4.92,$3.06 ,128,7.47
13,25,2,2011,"$1,831,933.95 ",0,0.65,$3.12 ,128.13,7.47
13,4,3,2011,"$1,894,960.68 ",0,1.24,$3.23 ,128.26,7.47
13,11,3,2011,"$1,852,432.58 ",0,5.16,$3.35 ,128.4,7.47
13,18,3,2011,"$1,852,443.78 ",0,7.05,$3.41 ,128.51,7.47
13,25,3,2011,"$1,807,545.43 ",0,5.77,$3.44 ,128.62,7.47
13,1,4,2011,"$1,864,238.64 ",0,5.83,$3.49 ,128.72,7.19
13,8,4,2011,"$1,887,465.04 ",0,5.97,$3.55 ,128.82,7.19
13,15,4,2011,"$1,950,994.04 ",0,5.4,$3.62 ,128.91,7.19
13,22,4,2011,"$2,124,316.34 ",0,8.64,$3.66 ,128.96,7.19
13,29,4,2011,"$1,895,583.12 ",0,6.58,$3.68 ,129,7.19
13,6,5,2011,"$1,986,380.40 ",0,8.75,$3.74 ,129.04,7.19
13,13,5,2011,"$1,958,823.56 ",0,11.33,$3.77 ,129.09,7.19
13,20,5,2011,"$1,860,923.55 ",0,11.18,$3.80 ,129.08,7.19
13,27,5,2011,"$1,866,369.93 ",0,12.57,$3.78 ,129.06,7.19
13,3,6,2011,"$1,935,593.87 ",0,11.53,$3.75 ,129.05,7.19
13,10,6,2011,"$1,997,816.98 ",0,16.33,$3.73 ,129.04,7.19
13,17,6,2011,"$2,086,433.49 ",0,17.42,$3.70 ,129.04,7.19
13,24,6,2011,"$2,009,163.08 ",0,19.1,$3.67 ,129.07,7.19
13,1,7,2011,"$2,048,035.74 ",0,23.49,$3.61 ,129.09,6.88
13,8,7,2011,"$2,021,699.38 ",0,25.17,$3.56 ,129.11,6.88
13,15,7,2011,"$1,956,813.31 ",0,24.22,$3.55 ,129.13,6.88
13,22,7,2011,"$1,987,089.36 ",0,25.83,$3.56 ,129.15,6.88
13,29,7,2011,"$1,880,785.69 ",0,25.34,$3.57 ,129.17,6.88
13,5,8,2011,"$2,076,231.80 ",0,24.2,$3.60 ,129.18,6.88
13,12,8,2011,"$1,970,341.38 ",0,24.42,$3.61 ,129.2,6.88
13,19,8,2011,"$2,090,340.98 ",0,24.82,$3.58 ,129.24,6.88
13,26,8,2011,"$2,035,244.54 ",0,27.52,$3.57 ,129.28,6.88
13,2,9,2011,"$1,953,628.82 ",0,25,$3.58 ,129.33,6.88
13,9,9,2011,"$1,872,921.31 ",1,21.22,$3.62 ,129.37,6.88
13,16,9,2011,"$1,923,223.82 ",0,19.74,$3.64 ,129.43,6.88
13,23,9,2011,"$1,847,430.96 ",0,17.56,$3.65 ,129.52,6.88
13,30,9,2011,"$1,835,662.69 ",0,20.16,$3.62 ,129.61,6.88
13,7,10,2011,"$2,067,232.56 ",0,15.9,$3.59 ,129.69,6.39
13,14,10,2011,"$1,929,659.07 ",0,10.97,$3.57 ,129.77,6.39
13,21,10,2011,"$1,973,544.27 ",0,12.59,$3.58 ,129.78,6.39
13,28,10,2011,"$1,948,733.81 ",0,8.56,$3.57 ,129.79,6.39
13,4,11,2011,"$2,036,317.54 ",0,6.39,$3.54 ,129.81,6.39
13,11,11,2011,"$2,111,592.09 ",0,1,$3.51 ,129.82,6.39
13,18,11,2011,"$2,016,323.51 ",0,4.81,$3.49 ,129.83,6.39
13,2,12,2011,"$2,051,315.66 ",0,1.08,$3.39 ,129.85,6.39
13,9,12,2011,"$2,462,779.06 ",0,-3.99,$3.34 ,129.86,6.39
13,30,12,2011,"$1,969,056.91 ",1,-0.26,$3.12 ,130.07,6.39
13,6,1,2012,"$1,865,752.78 ",0,1,$3.08 ,130.16,6.1
13,13,1,2012,"$1,794,962.64 ",0,-3.55,$3.06 ,130.24,6.1
13,20,1,2012,"$1,811,606.21 ",0,0.39,$3.05 ,130.28,6.1
13,27,1,2012,"$1,733,983.09 ",0,1.29,$3.06 ,130.31,6.1
13,3,2,2012,"$1,927,780.74 ",0,-0.34,$3.08 ,130.35,6.1
13,10,2,2012,"$2,069,284.57 ",1,0.96,$3.12 ,130.38,6.1
13,17,2,2012,"$2,214,477.06 ",0,2.54,$3.12 ,130.45,6.1
13,24,2,2012,"$1,929,768.03 ",0,1.88,$3.15 ,130.55,6.1
13,2,3,2012,"$1,969,742.76 ",0,0.2,$3.24 ,130.65,6.1
13,9,3,2012,"$1,986,445.65 ",0,3.47,$3.38 ,130.74,6.1
13,16,3,2012,"$2,025,582.62 ",0,11.39,$3.53 ,130.83,6.1
13,23,3,2012,"$1,904,421.74 ",0,8.79,$3.67 ,130.9,6.1
13,30,3,2012,"$1,948,982.70 ",0,11.78,$3.73 ,130.97,6.1
13,6,4,2012,"$2,271,614.76 ",0,9.36,$3.79 ,131.04,5.97
13,13,4,2012,"$2,057,637.86 ",0,10.94,$3.83 ,131.11,5.97
13,20,4,2012,"$1,955,689.12 ",0,10.13,$3.85 ,131.12,5.97
13,27,4,2012,"$1,970,121.65 ",0,18.22,$3.84 ,131.13,5.97
13,4,5,2012,"$1,995,994.51 ",0,12.45,$3.83 ,131.14,5.97
13,11,5,2012,"$2,080,764.17 ",0,13.59,$3.81 ,131.15,5.97
13,18,5,2012,"$2,131,900.55 ",0,18.43,$3.81 ,131.1,5.97
13,25,5,2012,"$2,043,349.41 ",0,16.88,$3.80 ,131.03,5.97
13,1,6,2012,"$2,035,431.39 ",0,16.17,$3.79 ,130.96,5.97
13,8,6,2012,"$2,182,437.90 ",0,20.22,$3.78 ,130.89,5.97
13,15,6,2012,"$2,152,229.11 ",0,18.87,$3.76 ,130.83,5.97
13,22,6,2012,"$2,094,373.00 ",0,22.72,$3.74 ,130.79,5.97
13,29,6,2012,"$2,037,663.71 ",0,27.78,$3.68 ,130.76,5.97
13,6,7,2012,"$2,184,980.35 ",0,26.24,$3.63 ,130.72,5.77
13,13,7,2012,"$2,002,750.99 ",0,28.71,$3.60 ,130.68,5.77
13,20,7,2012,"$2,053,089.32 ",0,24.27,$3.56 ,130.7,5.77
13,27,7,2012,"$1,914,430.53 ",0,26.9,$3.54 ,130.72,5.77
13,3,8,2012,"$2,044,148.23 ",0,27.77,$3.51 ,130.74,5.77
13,10,8,2012,"$2,041,019.92 ",0,27.61,$3.51 ,130.76,5.77
13,17,8,2012,"$2,095,769.18 ",0,26.33,$3.55 ,130.79,5.77
13,24,8,2012,"$2,059,458.25 ",0,25.21,$3.58 ,130.84,5.77
13,31,8,2012,"$2,073,855.42 ",0,26.21,$3.62 ,130.89,5.77
13,7,9,2012,"$2,165,796.31 ",1,21.47,$3.69 ,130.93,5.77
13,14,9,2012,"$1,919,917.03 ",0,20.31,$3.75 ,130.98,5.77
13,21,9,2012,"$1,938,379.66 ",0,19.98,$3.82 ,131.01,5.77
13,28,9,2012,"$1,927,664.11 ",0,18.22,$3.82 ,131.04,5.77
13,5,10,2012,"$2,041,918.74 ",0,16.55,$3.82 ,131.08,5.62
13,12,10,2012,"$1,999,079.44 ",0,12.83,$3.80 ,131.11,5.62
13,19,10,2012,"$2,018,010.15 ",0,11.14,$3.78 ,131.15,5.62
13,26,10,2012,"$2,035,189.66 ",0,8.32,$3.76 ,131.19,5.62
14,5,2,2010,"$2,623,469.95 ",0,-2.61,$2.78 ,181.87,8.99
14,12,2,2010,"$1,704,218.84 ",1,-2.37,$2.77 ,181.98,8.99
14,19,2,2010,"$2,204,556.70 ",0,-0.41,$2.75 ,182.03,8.99
14,26,2,2010,"$2,095,591.63 ",0,1.61,$2.75 ,182.08,8.99
14,5,3,2010,"$2,237,544.75 ",0,2.85,$2.78 ,182.12,8.99
14,12,3,2010,"$2,156,035.06 ",0,7.67,$2.82 ,182.16,8.99
14,19,3,2010,"$2,066,219.30 ",0,9.33,$2.84 ,182.08,8.99
14,26,3,2010,"$2,050,396.27 ",0,12.42,$2.85 ,181.97,8.99
14,2,4,2010,"$2,495,630.51 ",0,8.74,$2.85 ,181.87,8.9
14,9,4,2010,"$2,258,781.28 ",0,18.58,$2.87 ,181.76,8.9
14,16,4,2010,"$2,121,788.61 ",0,12.38,$2.90 ,181.69,8.9
14,23,4,2010,"$2,138,144.91 ",0,11.93,$2.90 ,181.68,8.9
14,30,4,2010,"$2,082,355.12 ",0,11.75,$2.92 ,181.66,8.9
14,7,5,2010,"$2,370,116.52 ",0,21.53,$2.97 ,181.65,8.9
14,14,5,2010,"$2,129,771.13 ",0,12.37,$2.98 ,181.66,8.9
14,21,5,2010,"$2,108,187.10 ",0,17.01,$2.96 ,181.85,8.9
14,28,5,2010,"$2,227,152.16 ",0,20.71,$2.90 ,182.05,8.9
14,4,6,2010,"$2,363,601.47 ",0,24.41,$2.85 ,182.24,8.9
14,11,6,2010,"$2,249,570.04 ",0,20.95,$2.81 ,182.43,8.9
14,18,6,2010,"$2,248,645.59 ",0,22.57,$2.78 ,182.44,8.9
14,25,6,2010,"$2,246,179.91 ",0,26.29,$2.81 ,182.38,8.9
14,2,7,2010,"$2,334,788.42 ",0,24.78,$2.82 ,182.32,8.74
14,9,7,2010,"$2,236,209.13 ",0,28.03,$2.79 ,182.26,8.74
14,16,7,2010,"$2,130,287.27 ",0,25.47,$2.78 ,182.26,8.74
14,23,7,2010,"$2,044,155.39 ",0,27.48,$2.77 ,182.35,8.74
14,30,7,2010,"$2,054,843.28 ",0,26.54,$2.78 ,182.44,8.74
14,6,8,2010,"$2,219,813.50 ",0,25.09,$2.78 ,182.53,8.74
14,13,8,2010,"$2,052,984.81 ",0,25.8,$2.81 ,182.62,8.74
14,20,8,2010,"$2,057,138.31 ",0,24.45,$2.78 ,182.62,8.74
14,27,8,2010,"$2,020,332.07 ",0,21.87,$2.76 ,182.61,8.74
14,3,9,2010,"$2,182,563.66 ",0,25.76,$2.72 ,182.6,8.74
14,10,9,2010,"$2,191,767.76 ",1,21.59,$2.70 ,182.6,8.74
14,17,9,2010,"$1,953,539.85 ",0,19.19,$2.71 ,182.62,8.74
14,24,9,2010,"$1,879,891.13 ",0,20.33,$2.71 ,182.67,8.74
14,1,10,2010,"$1,855,703.66 ",0,21.43,$2.71 ,182.72,8.72
14,8,10,2010,"$2,091,663.20 ",0,13.61,$2.76 ,182.76,8.72
14,15,10,2010,"$1,932,162.63 ",0,14.78,$2.87 ,182.81,8.72
14,22,10,2010,"$1,936,621.09 ",0,11.75,$2.92 ,182.86,8.72
14,29,10,2010,"$1,984,768.34 ",0,16.28,$2.92 ,182.9,8.72
14,5,11,2010,"$2,078,417.47 ",0,7.58,$2.92 ,182.95,8.72
14,12,11,2010,"$2,092,189.06 ",0,7.86,$2.93 ,182.99,8.72
14,19,11,2010,"$1,968,462.58 ",0,10.01,$3.00 ,182.9,8.72
14,3,12,2010,"$2,258,489.63 ",0,4.96,$3.05 ,182.67,8.72
14,10,12,2010,"$2,600,519.26 ",0,-0.81,$3.11 ,182.55,8.72
14,31,12,2010,"$1,623,716.46 ",1,-1.29,$3.18 ,182.57,8.72
14,7,1,2011,"$1,864,746.10 ",0,1.29,$3.19 ,182.6,8.55
14,14,1,2011,"$1,699,095.90 ",0,-4.01,$3.21 ,182.66,8.55
14,21,1,2011,"$1,743,188.87 ",0,-0.81,$3.23 ,182.92,8.55
14,28,1,2011,"$1,613,718.38 ",0,-4.42,$3.24 ,183.18,8.55
14,4,2,2011,"$1,995,891.87 ",0,-1.82,$3.23 ,183.44,8.55
14,11,2,2011,"$1,980,405.03 ",1,-0.94,$3.24 ,183.7,8.55
14,18,2,2011,"$2,019,031.67 ",0,4.83,$3.25 ,183.94,8.55
14,25,2,2011,"$1,875,708.88 ",0,2.1,$3.27 ,184.16,8.55
14,4,3,2011,"$2,041,215.61 ",0,3.69,$3.43 ,184.39,8.55
14,11,3,2011,"$1,931,104.67 ",0,7.23,$3.58 ,184.61,8.55
14,18,3,2011,"$1,932,491.42 ",0,8.14,$3.63 ,184.81,8.55
14,25,3,2011,"$1,879,451.23 ",0,5.42,$3.63 ,184.99,8.55
14,1,4,2011,"$1,869,110.55 ",0,2.93,$3.64 ,185.18,8.52
14,8,4,2011,"$2,037,798.88 ",0,9.28,$3.72 ,185.36,8.52
14,15,4,2011,"$1,974,960.86 ",0,12.05,$3.82 ,185.53,8.52
14,22,4,2011,"$2,256,461.39 ",0,11.69,$3.89 ,185.67,8.52
14,29,4,2011,"$1,930,617.64 ",0,18.99,$3.96 ,185.8,8.52
14,6,5,2011,"$2,095,599.93 ",0,14.56,$4.05 ,185.94,8.52
14,13,5,2011,"$2,004,330.30 ",0,15.77,$4.07 ,186.07,8.52
14,20,5,2011,"$1,959,967.80 ",0,16.82,$4.06 ,185.97,8.52
14,27,5,2011,"$2,080,694.24 ",0,20.94,$3.99 ,185.86,8.52
14,3,6,2011,"$2,079,899.47 ",0,24.66,$3.92 ,185.75,8.52
14,10,6,2011,"$2,132,446.00 ",0,23.27,$3.88 ,185.65,8.52
14,17,6,2011,"$2,082,083.34 ",0,20.73,$3.84 ,185.67,8.52
14,24,6,2011,"$2,069,523.52 ",0,23.81,$3.80 ,185.79,8.52
14,1,7,2011,"$2,074,668.19 ",0,23.36,$3.75 ,185.91,8.63
14,8,7,2011,"$2,063,401.06 ",0,25.27,$3.71 ,186.03,8.63
14,15,7,2011,"$1,953,544.76 ",0,25.82,$3.76 ,186.14,8.63
14,22,7,2011,"$1,882,070.88 ",0,27.96,$3.81 ,186.22,8.63
14,29,7,2011,"$1,871,021.01 ",0,27.39,$3.83 ,186.3,8.63
14,5,8,2011,"$2,066,020.69 ",0,25.68,$3.84 ,186.37,8.63
14,12,8,2011,"$1,928,773.82 ",0,25,$3.81 ,186.45,8.63
14,19,8,2011,"$1,896,873.99 ",0,22.77,$3.75 ,186.51,8.63
14,26,8,2011,"$2,273,470.62 ",0,22.53,$3.70 ,186.56,8.63
14,2,9,2011,"$1,750,891.47 ",0,21.46,$3.70 ,186.62,8.63
14,9,9,2011,"$2,202,742.90 ",1,21.93,$3.74 ,186.67,8.63
14,16,9,2011,"$1,864,637.89 ",0,20.65,$3.74 ,186.8,8.63
14,23,9,2011,"$1,871,555.64 ",0,17.64,$3.71 ,187.03,8.63
14,30,9,2011,"$1,809,989.29 ",0,21.48,$3.65 ,187.26,8.63
14,7,10,2011,"$2,078,796.76 ",0,13.23,$3.58 ,187.48,8.52
14,14,10,2011,"$1,890,870.75 ",0,17.68,$3.54 ,187.69,8.52
14,21,10,2011,"$2,009,004.59 ",0,15.33,$3.57 ,187.78,8.52
14,28,10,2011,"$2,056,846.12 ",0,10.99,$3.57 ,187.88,8.52
14,4,11,2011,"$2,174,056.71 ",0,6.62,$3.55 ,187.97,8.52
14,11,11,2011,"$2,081,534.65 ",0,8.69,$3.53 ,188.06,8.52
14,18,11,2011,"$1,969,360.72 ",0,10.74,$3.53 ,188.2,8.52
14,25,11,2011,"$2,685,351.81 ",1,9.28,$3.49 ,188.35,8.52
14,2,12,2011,"$2,143,080.57 ",0,10.11,$3.45 ,188.5,8.52
14,9,12,2011,"$2,470,581.29 ",0,8.09,$3.42 ,188.65,8.52
14,16,12,2011,"$2,594,363.09 ",0,4.41,$3.41 ,188.8,8.52
